Race,Gender,Body_Size,Age_Range,With_Kids,Kids_Category,Basket_Size,Basket_colour,Attire,Shirt_Colour,shirt_type,Pants_Colour,pants_type,Wash_Item,Washer_No,Dryer_No,Spectacles,TimeSpent_minutes,buyDrinks,TotalSpent_RM,Num_of_Baskets,weather,Period,Week_Day,Is_Holiday,City
malay,female,fat,31,no,young,small,red,traditional,red,long sleeve,blue,short,blankets,6,10,no,43,3,7,1,Thunderstorms,Evening,Wednesday,no,Kuala Lumpur
indian,male,fat,55,yes,toddler,big,white,formal,black,long sleeve,white,long,clothes,3,7,no,36,3,13,2,Partly cloudy,Late Night,Thursday,no,Petaling Jaya
indian,male,moderate,34,no,young,big,brown,casual,purple,short_sleeve,yellow,long,blankets,4,7,no,48,3,15,1,Broken clouds,Evening,Sunday,no,Petaling Jaya
chinese,male,moderate,44,no,toddler,big,green,traditional,brown,short_sleeve,orange,long,blankets,5,8,yes,20,5,20,3,Broken clouds,Evening,Tuesday,no,Petaling Jaya
malay,female,thin,28,no,no_kids,big,green,casual,orange,short_sleeve,green,short,clothes,6,10,yes,32,2,19,3,Broken clouds,Morning,Tuesday,no,Petaling Jaya
chinese,male,fat,48,no,toddler,small,purple,traditional,red,long sleeve,blue,short,clothes,5,7,yes,32,0,21,1,Broken clouds,Evening,Saturday,no,Petaling Jaya
chinese,female,thin,37,no,no_kids,big,blue,casual,brown,short_sleeve,blue,short,clothes,5,7,no,54,4,18,2,Broken clouds,Night,Sunday,yes,Shah Alam
indian,male,fat,32,yes,baby,small,red,casual,black,short_sleeve,orange,short,blankets,6,7,no,15,2,10,1,Broken clouds,Evening,Saturday,no,Shah Alam
foreigner,female,moderate,29,no,young,small,green,traditional,grey,short_sleeve,brown,long,clothes,3,8,yes,42,1,12,3,Thunderstorms,Noon,Friday,yes,Petaling Jaya
chinese,male,thin,23,no,toddler,big,purple,traditional,yellow,long sleeve,pink,short,clothes,3,9,no,26,0,13,1,Broken clouds,Evening,Monday,no,Petaling Jaya
malay,male,moderate,24,no,young,small,purple,traditional,black,long sleeve,black,short,clothes,3,7,no,58,3,20,3,Partly cloudy,Late Night,Thursday,no,Shah Alam
indian,male,thin,37,no,young,small,black,casual,red,long sleeve,black,long,blankets,5,9,yes,43,4,11,3,Overcast,Noon,Thursday,no,Subang Jaya
chinese,male,fat,26,no,young,big,blue,formal,black,long sleeve,black,long,clothes,6,8,yes,27,4,18,1,Broken clouds,Morning,Friday,no,Petaling Jaya
foreigner,female,thin,24,no,toddler,small,yellow,casual,orange,short_sleeve,green,long,blankets,6,10,yes,33,5,17,2,Partly cloudy,Late Night,Monday,no,Petaling Jaya
indian,male,thin,40,yes,no_kids,big,black,formal,red,short_sleeve,green,long,blankets,5,9,no,39,0,16,3,Broken clouds,Morning,Friday,no,Kuala Lumpur
indian,female,thin,33,no,baby,big,brown,formal,yellow,short_sleeve,pink,long,blankets,4,7,no,34,1,18,3,Partly cloudy,Morning,Saturday,no,Petaling Jaya
indian,female,moderate,54,no,young,big,black,formal,black,short_sleeve,grey,long,clothes,6,9,no,15,2,9,1,Partly cloudy,Late Night,Tuesday,no,Petaling Jaya
foreigner,female,thin,48,yes,baby,small,green,casual,black,long sleeve,pink,long,blankets,3,8,no,51,3,10,3,Broken clouds,Noon,Thursday,yes,Petaling Jaya
indian,male,moderate,35,no,baby,big,brown,traditional,green,long sleeve,blue,long,blankets,3,10,yes,47,5,21,2,Partly cloudy,Early Morning,Wednesday,no,Kuala Lumpur
indian,female,moderate,44,no,no_kids,big,red,traditional,brown,short_sleeve,black,long,blankets,5,9,no,11,2,8,2,Broken clouds,Night,Thursday,no,Petaling Jaya
indian,male,moderate,29,no,no_kids,big,black,formal,orange,short_sleeve,blue,short,clothes,4,9,no,46,4,16,1,Passing clouds,Morning,Monday,no,Petaling Jaya
chinese,male,fat,42,no,no_kids,big,black,casual,yellow,long sleeve,black,long,blankets,4,7,no,57,4,20,2,Broken clouds,Morning,Monday,no,Subang Jaya
foreigner,female,moderate,25,no,toddler,small,purple,traditional,yellow,short_sleeve,purple,short,blankets,3,10,no,18,2,17,3,Broken clouds,Evening,Monday,no,Subang Jaya
foreigner,female,thin,58,no,no_kids,big,yellow,casual,white,short_sleeve,blue_jeans,long,blankets,4,9,yes,33,2,15,3,Broken clouds,Noon,Friday,no,Petaling Jaya
malay,male,thin,49,yes,toddler,big,green,traditional,grey,short_sleeve,black,short,clothes,4,10,yes,48,1,12,1,Partly sunny,Morning,Saturday,no,Petaling Jaya
foreigner,female,fat,19,no,young,big,green,casual,orange,short_sleeve,orange,long,clothes,3,10,yes,57,1,7,2,Partly cloudy,Night,Friday,no,Shah Alam
indian,female,thin,32,no,baby,small,yellow,traditional,brown,long sleeve,green,short,clothes,3,7,yes,13,5,19,1,Broken clouds,Night,Monday,no,Subang Jaya
indian,male,thin,24,yes,toddler,big,pink,casual,brown,short_sleeve,white,long,blankets,6,9,yes,11,3,21,3,Broken clouds,Noon,Tuesday,no,Subang Jaya
indian,female,fat,40,yes,young,small,orange,casual,black,short_sleeve,blue,long,clothes,3,9,yes,31,2,18,3,Light rain,Evening,Monday,no,Petaling Jaya
indian,female,moderate,29,no,baby,small,pink,casual,red,short_sleeve,pink,short,blankets,6,9,yes,16,1,21,1,Broken clouds,Noon,Friday,no,Petaling Jaya
indian,male,thin,55,no,toddler,small,yellow,formal,red,short_sleeve,brown,short,clothes,4,9,no,35,3,9,3,Partly sunny,Night,Friday,no,Shah Alam
indian,female,thin,39,yes,baby,small,purple,casual,orange,long sleeve,blue_jeans,long,clothes,3,8,yes,26,1,19,2,Broken clouds,Morning,Tuesday,no,Kuala Lumpur
malay,female,fat,30,yes,no_kids,big,white,casual,brown,short_sleeve,orange,long,clothes,6,10,no,18,2,21,3,Broken clouds,Night,Saturday,no,Petaling Jaya
chinese,male,moderate,23,no,young,small,blue,formal,purple,long sleeve,green,long,blankets,6,9,no,20,2,20,3,Passing clouds,Early Morning,Saturday,no,Petaling Jaya
foreigner,female,thin,40,no,toddler,small,brown,traditional,black,long sleeve,grey,short,clothes,3,9,no,30,2,17,1,Partly cloudy,Morning,Wednesday,no,Petaling Jaya
chinese,female,thin,28,no,baby,small,red,formal,red,short_sleeve,blue,long,clothes,3,10,yes,47,1,,3,Thunderstorms,Evening,Wednesday,no,Petaling Jaya
chinese,female,fat,26,no,no_kids,big,purple,formal,purple,long sleeve,white,short,clothes,4,8,no,,3,17,2,Partly cloudy,Late Night,Tuesday,no,Kuala Lumpur
indian,male,moderate,25,no,toddler,big,orange,traditional,black,long sleeve,red,long,blankets,6,9,no,12,2,10,2,Partly cloudy,Early Morning,Monday,no,Petaling Jaya
chinese,male,thin,54,yes,toddler,big,blue,formal,black,short_sleeve,red,long,clothes,6,10,yes,50,5,8,1,Broken clouds,Morning,Sunday,no,Shah Alam
indian,female,thin,21,no,no_kids,small,yellow,formal,blue,long sleeve,blue,short,blankets,6,10,no,57,2,,3,Passing clouds,Late Night,Tuesday,no,Petaling Jaya
foreigner,female,fat,25,yes,no_kids,big,white,traditional,white,short_sleeve,brown,long,blankets,4,8,yes,,3,8,2,Broken clouds,Morning,Saturday,no,Subang Jaya
chinese,female,moderate,47,no,toddler,small,blue,formal,red,short_sleeve,blue_jeans,long,blankets,6,8,no,53,1,11,1,Passing clouds,Late Night,Sunday,yes,Petaling Jaya
indian,male,thin,53,yes,baby,small,black,casual,purple,short_sleeve,blue,long,clothes,3,7,yes,25,1,21,3,Partly cloudy,Early Morning,Thursday,no,Subang Jaya
chinese,female,moderate,48,no,young,big,brown,traditional,orange,long sleeve,blue,long,clothes,6,7,yes,36,4,20,2,Broken clouds,Evening,Thursday,no,Shah Alam
foreigner,male,thin,38,yes,baby,big,blue,traditional,black,short_sleeve,red,long,clothes,4,8,yes,46,3,,3,Partly cloudy,Early Morning,Sunday,yes,Kuala Lumpur
chinese,female,fat,43,no,toddler,small,red,formal,yellow,long sleeve,blue_jeans,long,clothes,6,7,yes,,4,7,2,Partly cloudy,Early Morning,Saturday,no,Petaling Jaya
foreigner,male,fat,41,yes,toddler,small,blue,formal,green,long sleeve,blue,short,blankets,4,8,yes,27,4,20,1,Passing clouds,Morning,Tuesday,no,Petaling Jaya
chinese,male,thin,60,yes,young,big,yellow,traditional,green,short_sleeve,red,short,clothes,5,10,no,29,5,8,2,Partly cloudy,Night,Wednesday,no,Subang Jaya
chinese,male,thin,46,no,young,small,blue,formal,yellow,long sleeve,brown,short,blankets,6,8,yes,12,5,,3,Partly cloudy,Night,Monday,no,Petaling Jaya
chinese,female,thin,39,yes,toddler,big,purple,formal,brown,long sleeve,orange,short,clothes,6,10,no,41,2,,2,Partly cloudy,Late Night,Wednesday,no,Petaling Jaya
chinese,female,moderate,57,yes,toddler,small,black,traditional,pink,short_sleeve,blue,short,clothes,6,8,no,47,1,8,2,Partly cloudy,Night,Sunday,no,Petaling Jaya
foreigner,female,thin,21,no,no_kids,big,red,formal,black,short_sleeve,blue,short,blankets,4,9,no,51,2,7,1,Light rain,Night,Friday,no,Petaling Jaya
chinese,male,moderate,20,no,no_kids,big,green,formal,red,short_sleeve,black,long,clothes,5,7,yes,53,5,15,1,Broken clouds,Noon,Friday,no,Shah Alam
indian,male,moderate,18,yes,baby,big,brown,traditional,yellow,short_sleeve,blue,long,clothes,6,10,no,17,0,19,3,Partly cloudy,Early Morning,Wednesday,no,Petaling Jaya
malay,male,thin,18,no,young,big,orange,formal,brown,short_sleeve,purple,long,clothes,5,8,no,27,4,10,1,Partly cloudy,Late Night,Thursday,no,Shah Alam
malay,male,thin,44,yes,no_kids,small,yellow,traditional,grey,long sleeve,grey,long,clothes,6,8,no,60,5,18,2,Passing clouds,Night,Saturday,no,Subang Jaya
chinese,male,moderate,41,no,baby,big,pink,traditional,pink,long sleeve,pink,long,blankets,4,10,yes,28,0,18,1,Partly cloudy,Night,Monday,no,Petaling Jaya
chinese,female,thin,51,no,baby,big,green,traditional,black,long sleeve,orange,short,clothes,6,7,no,53,3,11,1,Partly cloudy,Early Morning,Saturday,no,Shah Alam
indian,female,moderate,28,no,young,big,pink,formal,purple,short_sleeve,blue,long,clothes,3,8,no,29,4,20,2,Broken clouds,Evening,Wednesday,no,Subang Jaya
foreigner,female,moderate,31,no,toddler,small,red,traditional,blue,long sleeve,orange,long,blankets,5,8,no,25,2,13,1,Broken clouds,Noon,Monday,no,Subang Jaya
chinese,male,moderate,44,yes,young,big,green,casual,purple,short_sleeve,yellow,long,clothes,6,8,yes,19,0,20,3,Thunderstorms,Evening,Friday,no,Shah Alam
indian,male,moderate,39,no,young,small,white,casual,grey,short_sleeve,orange,short,clothes,4,9,yes,38,3,14,1,Partly sunny,Noon,Wednesday,no,Shah Alam
foreigner,female,fat,39,no,baby,big,white,formal,blue,long sleeve,red,short,blankets,5,10,yes,53,2,12,3,Light rain,Night,Friday,yes,Petaling Jaya
indian,female,fat,22,yes,toddler,big,purple,casual,blue,short_sleeve,black,short,clothes,4,8,no,31,3,14,1,Passing clouds,Early Morning,Thursday,no,Kuala Lumpur
malay,male,thin,23,yes,no_kids,small,grey,formal,black,short_sleeve,grey,long,blankets,3,9,no,24,5,9,2,Passing clouds,Early Morning,Sunday,yes,Subang Jaya
indian,female,thin,52,yes,no_kids,big,blue,casual,brown,short_sleeve,blue,long,clothes,4,10,no,56,0,16,3,Passing clouds,Late Night,Sunday,no,Shah Alam
indian,male,fat,20,no,baby,big,pink,casual,black,short_sleeve,pink,short,blankets,5,9,yes,44,5,11,1,Partly sunny,Evening,Tuesday,no,Petaling Jaya
foreigner,female,thin,35,no,young,small,purple,formal,blue,short_sleeve,brown,long,blankets,3,10,yes,21,0,19,2,Broken clouds,Noon,Saturday,no,Petaling Jaya
malay,male,fat,39,no,no_kids,big,orange,traditional,red,long sleeve,orange,short,clothes,4,10,yes,44,4,15,1,Broken clouds,Night,Friday,no,Shah Alam
malay,female,fat,59,no,toddler,big,yellow,traditional,green,short_sleeve,black,long,clothes,4,10,no,20,3,12,3,Broken clouds,Noon,Sunday,no,Petaling Jaya
indian,male,moderate,52,no,toddler,small,red,traditional,grey,long sleeve,pink,short,clothes,6,8,no,33,4,7,3,Partly sunny,Noon,Tuesday,no,Shah Alam
chinese,male,thin,18,no,baby,small,brown,formal,yellow,short_sleeve,brown,long,clothes,6,10,yes,48,2,20,1,Partly cloudy,Early Morning,Tuesday,no,Subang Jaya
foreigner,female,thin,31,no,young,small,yellow,formal,yellow,long sleeve,blue,long,clothes,6,10,no,11,0,18,2,Passing clouds,Early Morning,Tuesday,no,Subang Jaya
chinese,male,thin,44,yes,no_kids,small,brown,casual,orange,short_sleeve,black,short,blankets,3,10,no,45,5,8,3,Broken clouds,Noon,Tuesday,no,Petaling Jaya
foreigner,female,moderate,50,yes,young,small,pink,formal,purple,short_sleeve,yellow,long,clothes,3,9,yes,21,3,19,1,Passing clouds,Early Morning,Thursday,no,Shah Alam
chinese,female,moderate,18,yes,no_kids,small,brown,traditional,blue,short_sleeve,blue_jeans,short,blankets,4,8,yes,46,1,8,1,Broken clouds,Evening,Monday,no,Petaling Jaya
malay,female,moderate,28,no,young,small,red,casual,black,long sleeve,black,long,blankets,4,10,yes,34,0,21,3,Broken clouds,Noon,Sunday,no,Petaling Jaya
foreigner,male,moderate,59,no,no_kids,small,yellow,traditional,yellow,long sleeve,blue,short,clothes,5,10,no,13,4,14,3,Partly cloudy,Night,Wednesday,no,Subang Jaya
malay,female,thin,57,yes,young,small,grey,casual,grey,short_sleeve,red,long,blankets,4,10,yes,45,5,18,2,Partly cloudy,Early Morning,Sunday,yes,Subang Jaya
chinese,male,fat,26,yes,toddler,big,yellow,casual,purple,long sleeve,purple,long,clothes,6,9,no,36,3,7,2,Partly cloudy,Late Night,Wednesday,no,Petaling Jaya
chinese,female,fat,19,yes,no_kids,small,yellow,casual,black,long sleeve,grey,short,clothes,4,7,no,24,3,11,2,Thunderstorms,Evening,Sunday,yes,Subang Jaya
malay,female,moderate,57,yes,baby,big,white,casual,black,long sleeve,pink,long,blankets,3,8,no,57,3,14,2,Partly cloudy,Morning,Monday,no,Petaling Jaya
foreigner,female,moderate,42,no,young,small,grey,casual,blue,long sleeve,orange,short,blankets,3,10,yes,41,0,13,3,Broken clouds,Noon,Tuesday,no,Subang Jaya
malay,male,thin,56,yes,no_kids,big,brown,traditional,purple,long sleeve,black,long,clothes,5,7,no,13,2,12,3,Partly cloudy,Late Night,Friday,no,Kuala Lumpur
foreigner,female,fat,41,yes,no_kids,small,grey,traditional,black,short_sleeve,orange,short,clothes,5,7,yes,19,3,11,1,Broken clouds,Night,Tuesday,no,Subang Jaya
chinese,male,moderate,48,no,toddler,small,orange,formal,yellow,long sleeve,black,long,blankets,6,9,no,43,0,16,2,Broken clouds,Evening,Tuesday,no,Petaling Jaya
foreigner,male,moderate,26,yes,toddler,small,orange,casual,white,long sleeve,green,long,blankets,5,8,no,23,5,18,1,Broken clouds,Evening,Saturday,no,Shah Alam
malay,female,fat,29,no,toddler,small,blue,traditional,pink,long sleeve,pink,short,blankets,4,8,no,59,0,17,2,Broken clouds,Noon,Thursday,no,Petaling Jaya
chinese,male,fat,26,yes,baby,small,pink,traditional,black,short_sleeve,blue_jeans,short,clothes,5,9,yes,29,5,18,1,Partly cloudy,Early Morning,Friday,no,Subang Jaya
foreigner,male,fat,23,yes,no_kids,small,yellow,traditional,brown,long sleeve,purple,long,blankets,3,9,no,32,2,19,1,Broken clouds,Evening,Thursday,no,Kuala Lumpur
indian,female,moderate,40,yes,no_kids,small,red,traditional,purple,long sleeve,green,long,clothes,5,8,yes,33,0,10,2,Partly sunny,Morning,Sunday,no,Kuala Lumpur
indian,female,thin,59,yes,baby,big,black,casual,brown,long sleeve,pink,long,blankets,4,10,yes,50,5,14,2,Broken clouds,Morning,Monday,no,Petaling Jaya
foreigner,female,fat,47,no,baby,small,white,formal,brown,short_sleeve,blue_jeans,long,blankets,3,9,yes,31,0,13,2,Partly cloudy,Late Night,Friday,no,Subang Jaya
indian,male,moderate,56,yes,toddler,big,blue,casual,pink,short_sleeve,black,short,blankets,5,9,no,26,3,15,1,Broken clouds,Morning,Friday,no,Petaling Jaya
chinese,female,moderate,18,no,no_kids,small,yellow,casual,blue,short_sleeve,green,short,clothes,5,7,yes,24,5,20,2,Partly cloudy,Night,Saturday,no,Subang Jaya
malay,male,moderate,36,yes,no_kids,big,black,casual,pink,short_sleeve,red,short,clothes,4,7,no,35,1,17,1,Partly cloudy,Night,Wednesday,no,Kuala Lumpur
foreigner,male,moderate,54,no,toddler,big,pink,formal,purple,long sleeve,blue,long,clothes,3,9,no,49,5,16,1,Fog,Early Morning,Monday,no,Petaling Jaya
indian,female,moderate,42,no,toddler,big,pink,formal,brown,short_sleeve,brown,long,clothes,6,10,yes,58,3,14,1,Partly sunny,Night,Friday,no,Petaling Jaya
malay,male,moderate,29,yes,baby,big,white,traditional,green,long sleeve,brown,long,clothes,4,10,yes,42,2,7,1,Broken clouds,Evening,Monday,no,Kuala Lumpur
foreigner,male,moderate,35,yes,toddler,big,pink,casual,black,short_sleeve,blue,long,blankets,5,10,yes,41,5,18,2,Partly cloudy,Early Morning,Sunday,no,Subang Jaya
chinese,male,fat,30,no,toddler,big,grey,formal,red,short_sleeve,blue_jeans,short,clothes,5,10,yes,15,5,13,1,Partly cloudy,Night,Thursday,no,Petaling Jaya
foreigner,male,thin,46,yes,baby,big,brown,traditional,black,short_sleeve,blue,short,blankets,4,10,no,49,2,19,1,Partly cloudy,Night,Thursday,no,Petaling Jaya
foreigner,female,moderate,57,yes,no_kids,small,red,formal,blue,short_sleeve,yellow,long,clothes,5,8,yes,13,2,21,3,Partly cloudy,Early Morning,Friday,no,Petaling Jaya
foreigner,male,thin,27,yes,no_kids,small,green,casual,blue,long sleeve,brown,short,blankets,4,7,no,42,0,7,2,Partly cloudy,Early Morning,Friday,no,Subang Jaya
foreigner,female,thin,54,yes,no_kids,small,pink,traditional,black,short_sleeve,orange,long,clothes,6,10,no,22,5,20,1,Broken clouds,Noon,Saturday,no,Petaling Jaya
chinese,male,moderate,25,yes,young,small,green,traditional,grey,long sleeve,blue_jeans,long,blankets,5,8,no,42,2,10,3,Partly cloudy,Night,Saturday,no,Petaling Jaya
foreigner,female,moderate,46,no,no_kids,small,pink,casual,green,long sleeve,black,long,blankets,3,10,yes,22,5,16,3,Partly cloudy,Morning,Saturday,no,Petaling Jaya
malay,female,moderate,55,no,toddler,small,white,casual,yellow,long sleeve,blue,short,blankets,5,8,yes,35,1,12,3,Partly cloudy,Night,Tuesday,no,Shah Alam
chinese,male,moderate,21,yes,baby,big,brown,traditional,purple,short_sleeve,orange,long,blankets,3,10,no,55,4,19,2,Partly sunny,Morning,Sunday,no,Kuala Lumpur
foreigner,male,moderate,24,yes,toddler,big,blue,formal,pink,short_sleeve,blue_jeans,long,blankets,4,8,no,38,4,19,1,Broken clouds,Night,Saturday,no,Kuala Lumpur
chinese,male,fat,21,yes,no_kids,small,blue,traditional,orange,short_sleeve,blue,long,clothes,4,7,no,21,3,12,1,Broken clouds,Evening,Saturday,no,Shah Alam
malay,female,moderate,34,yes,young,big,blue,traditional,grey,long sleeve,grey,short,blankets,4,10,no,16,0,7,3,Partly sunny,Evening,Wednesday,no,Subang Jaya
malay,female,fat,37,no,baby,small,blue,casual,brown,short_sleeve,grey,long,blankets,4,7,yes,14,5,7,1,Passing clouds,Night,Friday,no,Shah Alam
chinese,male,thin,23,no,young,small,purple,formal,orange,long sleeve,green,short,clothes,5,8,yes,30,0,7,3,Partly sunny,Morning,Tuesday,no,Shah Alam
chinese,male,moderate,58,yes,toddler,small,pink,traditional,yellow,short_sleeve,blue,long,blankets,6,10,no,52,5,18,3,Broken clouds,Evening,Saturday,no,Subang Jaya
malay,male,fat,47,no,young,small,grey,formal,black,short_sleeve,blue,long,clothes,4,9,no,17,1,7,3,Thunderstorms,Evening,Friday,no,Subang Jaya
foreigner,female,fat,35,yes,toddler,big,brown,formal,pink,long sleeve,grey,long,clothes,4,10,yes,35,2,19,2,Partly cloudy,Early Morning,Tuesday,no,Petaling Jaya
chinese,female,moderate,32,no,no_kids,small,grey,traditional,yellow,long sleeve,black,long,clothes,4,7,no,50,1,14,2,Partly cloudy,Early Morning,Monday,no,Petaling Jaya
chinese,female,moderate,27,yes,young,big,black,casual,grey,short_sleeve,orange,long,clothes,6,9,yes,48,3,7,1,Partly cloudy,Early Morning,Wednesday,no,Petaling Jaya
foreigner,female,moderate,49,no,toddler,big,white,formal,pink,long sleeve,brown,short,blankets,5,7,no,46,0,20,2,Partly cloudy,Late Night,Thursday,no,Petaling Jaya
chinese,female,fat,39,no,no_kids,big,blue,formal,black,short_sleeve,pink,long,blankets,6,10,yes,28,2,12,2,Broken clouds,Evening,Saturday,no,Subang Jaya
chinese,male,thin,44,yes,toddler,big,blue,traditional,grey,short_sleeve,pink,short,clothes,4,8,no,46,5,10,1,Rain,Night,Thursday,no,Subang Jaya
foreigner,male,fat,39,yes,no_kids,big,yellow,traditional,brown,long sleeve,red,long,blankets,4,10,no,45,3,17,1,Partly sunny,Evening,Wednesday,no,Subang Jaya
chinese,female,moderate,53,yes,baby,small,orange,traditional,red,short_sleeve,yellow,short,blankets,4,10,yes,56,3,15,2,Partly cloudy,Late Night,Friday,no,Petaling Jaya
malay,male,thin,27,no,toddler,small,pink,formal,yellow,short_sleeve,orange,long,clothes,3,9,yes,32,3,21,3,Broken clouds,Evening,Thursday,no,Shah Alam
chinese,female,moderate,54,no,toddler,big,grey,formal,grey,short_sleeve,blue,short,blankets,6,8,no,32,4,12,1,Passing clouds,Early Morning,Friday,no,Petaling Jaya
indian,female,thin,46,no,young,big,orange,traditional,black,long sleeve,black,short,clothes,5,9,yes,27,4,7,2,Broken clouds,Evening,Tuesday,no,Kuala Lumpur
indian,male,moderate,23,yes,toddler,big,brown,traditional,orange,short_sleeve,white,short,clothes,5,8,no,46,0,13,2,Partly cloudy,Early Morning,Monday,no,Petaling Jaya
indian,female,fat,47,no,no_kids,big,orange,formal,orange,short_sleeve,black,long,blankets,6,10,yes,37,0,8,3,Broken clouds,Evening,Tuesday,no,Subang Jaya
foreigner,male,moderate,26,no,baby,small,green,traditional,white,long sleeve,white,short,blankets,6,8,no,43,3,12,3,Partly cloudy,Early Morning,Saturday,no,Petaling Jaya
indian,female,thin,55,yes,no_kids,small,pink,formal,grey,short_sleeve,green,short,clothes,6,7,no,34,4,14,2,Partly cloudy,Night,Wednesday,no,Kuala Lumpur
foreigner,female,thin,52,no,no_kids,small,green,casual,orange,long sleeve,blue,long,blankets,4,10,no,32,2,20,1,Partly cloudy,Night,Tuesday,no,Petaling Jaya
malay,female,thin,41,yes,toddler,small,yellow,traditional,purple,long sleeve,orange,short,clothes,5,7,no,44,2,16,1,Partly sunny,Noon,Wednesday,no,Subang Jaya
chinese,female,fat,26,no,young,big,yellow,formal,yellow,short_sleeve,purple,long,clothes,4,7,yes,30,0,8,3,Broken clouds,Noon,Friday,no,Kuala Lumpur
foreigner,female,thin,23,no,toddler,big,blue,formal,red,short_sleeve,grey,short,clothes,3,7,yes,50,4,14,1,Broken clouds,Noon,Monday,no,Petaling Jaya
malay,male,moderate,52,no,toddler,big,yellow,traditional,black,long sleeve,grey,long,blankets,4,9,no,23,5,16,3,Partly cloudy,Night,Friday,no,Petaling Jaya
chinese,female,moderate,60,yes,no_kids,big,grey,formal,orange,long sleeve,grey,long,clothes,3,8,no,59,1,13,3,Broken clouds,Evening,Wednesday,no,Kuala Lumpur
foreigner,female,fat,60,yes,no_kids,small,black,traditional,black,long sleeve,black,long,blankets,4,10,yes,25,4,8,3,Thunderstorms,Evening,Friday,no,Kuala Lumpur
chinese,male,thin,58,yes,toddler,big,black,traditional,orange,long sleeve,red,short,blankets,4,10,no,59,5,11,3,Partly cloudy,Early Morning,Wednesday,no,Shah Alam
malay,male,thin,40,no,toddler,big,black,casual,white,long sleeve,blue,short,clothes,3,7,no,50,4,21,2,Partly sunny,Noon,Thursday,no,Shah Alam
foreigner,female,fat,22,yes,toddler,small,red,casual,grey,short_sleeve,orange,long,blankets,4,8,no,38,3,19,1,Broken clouds,Noon,Sunday,no,Subang Jaya
malay,male,fat,52,no,no_kids,big,green,casual,pink,short_sleeve,pink,short,clothes,4,8,yes,33,1,11,1,Thunderstorms,Evening,Saturday,no,Kuala Lumpur
chinese,male,thin,43,yes,toddler,small,green,casual,red,long sleeve,brown,short,clothes,4,8,no,33,5,20,2,More clouds than sun,Evening,Tuesday,no,Petaling Jaya
foreigner,male,thin,37,yes,no_kids,small,white,formal,yellow,long sleeve,purple,long,blankets,5,9,yes,41,0,17,1,Broken clouds,Evening,Wednesday,no,Petaling Jaya
malay,male,fat,42,yes,toddler,big,white,casual,brown,long sleeve,green,short,blankets,4,7,yes,37,5,11,3,Thunderstorms,Night,Sunday,no,Kuala Lumpur
foreigner,male,moderate,26,no,toddler,small,pink,traditional,white,short_sleeve,orange,long,blankets,5,7,no,43,5,21,2,Partly sunny,Morning,Tuesday,no,Petaling Jaya
malay,male,moderate,25,no,toddler,small,grey,casual,grey,long sleeve,blue_jeans,short,blankets,3,10,no,25,4,9,3,Partly sunny,Morning,Friday,no,Subang Jaya
chinese,male,thin,36,no,toddler,big,yellow,formal,orange,long sleeve,brown,long,clothes,6,9,yes,37,5,10,1,Broken clouds,Night,Saturday,no,Subang Jaya
chinese,female,fat,55,no,young,small,brown,formal,yellow,long sleeve,grey,short,clothes,4,9,no,42,4,16,3,Partly cloudy,Night,Friday,no,Subang Jaya
foreigner,male,fat,25,no,baby,small,pink,casual,black,long sleeve,blue,short,blankets,3,8,yes,55,0,11,2,Partly cloudy,Night,Saturday,no,Petaling Jaya
indian,female,fat,55,no,toddler,small,grey,traditional,brown,long sleeve,orange,long,blankets,5,9,yes,18,3,13,2,Broken clouds,Morning,Tuesday,no,Kuala Lumpur
chinese,male,thin,21,no,toddler,big,grey,traditional,green,short_sleeve,red,short,blankets,4,7,yes,40,4,8,2,Partly cloudy,Early Morning,Monday,no,Shah Alam
malay,male,thin,46,yes,baby,small,yellow,casual,yellow,long sleeve,blue_jeans,short,clothes,4,10,no,31,4,20,3,Partly cloudy,Late Night,Saturday,no,Petaling Jaya
malay,male,moderate,42,yes,toddler,big,blue,formal,pink,long sleeve,purple,short,blankets,6,8,no,57,4,9,1,Broken clouds,Noon,Wednesday,no,Petaling Jaya
malay,female,thin,27,no,young,small,brown,traditional,blue,long sleeve,black,long,clothes,6,10,yes,13,5,16,2,Partly cloudy,Morning,Friday,no,Subang Jaya
chinese,female,fat,37,no,toddler,big,red,traditional,grey,long sleeve,purple,long,blankets,5,9,yes,40,0,18,3,Broken clouds,Noon,Friday,no,Kuala Lumpur
foreigner,male,fat,56,no,no_kids,small,black,traditional,pink,short_sleeve,orange,short,blankets,4,8,no,25,0,11,2,Broken clouds,Night,Friday,no,Subang Jaya
foreigner,female,thin,50,no,toddler,small,brown,casual,green,long sleeve,green,short,clothes,3,9,no,56,0,17,1,Partly cloudy,Early Morning,Monday,no,Petaling Jaya
malay,male,fat,39,yes,young,big,blue,casual,black,long sleeve,blue,short,clothes,5,9,yes,26,4,10,1,Broken clouds,Evening,Monday,no,Petaling Jaya
indian,female,moderate,22,yes,no_kids,small,green,casual,black,long sleeve,purple,short,blankets,3,8,yes,26,4,15,3,Partly sunny,Noon,Tuesday,no,Petaling Jaya
malay,female,moderate,30,yes,baby,big,green,formal,orange,short_sleeve,blue,long,clothes,5,8,yes,19,2,7,3,Broken clouds,Evening,Sunday,no,Kuala Lumpur
chinese,male,fat,41,no,baby,small,brown,formal,blue,long sleeve,black,short,blankets,5,10,no,32,4,14,1,Partly cloudy,Late Night,Friday,no,Petaling Jaya
